Selected, Category, Month, Day, Date, Name
    ('FALSE', 'Other', 'September', 5, '2014-09-05 00:00:00', 'Teachers'' Day (India) Sanskrit Day', NULL),
    ('FALSE', 'Other', 'September', 5, '2014-09-05 00:00:00', 'International Day of Charity', NULL),
    ('FALSE', 'Other', 'September', 6, '2014-09-06 00:00:00', 'Stillbirth Remembrance Day', NULL),
    ('FALSE', 'Other', 'September', 7, '2014-09-07 00:00:00', 'Onam', NULL),
    ('FALSE', 'Other', 'September', 7, '2014-09-07 00:00:00', 'National Grand Parents Day', NULL),
    ('FALSE', 'Other', 'September', 8, '2014-09-08 00:00:00', 'International Literacy Day (UNESCO)', NULL),
    ('FALSE', 'Other', 'September', 9, '2014-09-09 00:00:00', 'Statehood Day (California)', NULL),
    ('FALSE', 'Other', 'September', 9, '2014-09-09 00:00:00', 'Teddy Bear Day', NULL),
    ('FALSE', 'Other', 'September', 10, '2014-09-10 00:00:00', 'Nuakhai', NULL),
    ('FALSE', 'Other', 'September', 10, '2014-09-10 00:00:00', 'World Suicide Prevention Day (international)', NULL),
    ('FALSE', 'Other', 'September', 11, '2014-09-11 00:00:00', 'Patriot Day (United States)', NULL),
    ('FALSE', 'Other', 'September', 12, '2014-09-12 00:00:00', 'National Day of Encouragement', NULL),
    ('FALSE', 'Other', 'September', 12, '2014-09-12 00:00:00', 'United Nations Day for South-South Cooperation (International)', NULL),
    ('FALSE', 'Other', 'September', 13, '2014-09-13 00:00:00', 'International Chocolate Day', NULL),
    ('FALSE', 'Other', 'September', 13, '2014-09-13 00:00:00', 'Roald Dahl Day', NULL),
    ('FALSE', 'Other', 'September', 14, '2014-09-14 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'September', 15, '2014-09-15 00:00:00', 'Engineer''s Day (India) Mokshagundam Visvesvaraiah', NULL),
    ('FALSE', 'Other', 'September', 15, '2014-09-15 00:00:00', 'World Lymphoma Awareness Day (International)', NULL),
    ('FALSE', 'Other', 'September', 15, '2014-09-15 00:00:00', 'German-American Steuben Parade', NULL),
    ('FALSE', 'Other', 'September', 15, '2014-09-15 00:00:00', 'International Dot Day', NULL),
    ('FALSE', 'Other', 'September', 16, '2014-09-16 00:00:00', 'International Day for the Preservation of Ozone Layer (World Ozone Day)', NULL),
    ('FALSE', 'Other', 'September', 17, '2014-09-17 00:00:00', 'Constitution Day (United States)', NULL),
    ('FALSE', 'Other', 'September', 17, '2014-09-17 00:00:00', 'Telangana Vimochana Dinotsavam', NULL),
    ('FALSE', 'Other', 'September', 17, '2014-09-17 00:00:00', 'M F Hussain (artist) birthday', NULL),
    ('FALSE', 'Other', 'September', 18, '2014-09-18 00:00:00', 'World Water Monitoring Day (International)', NULL),
    ('FALSE', 'Other', 'September', 19, '2014-09-19 00:00:00', 'International Talk Like a Pirate Day', NULL),
    ('FALSE', 'Other', 'September', 19, '2014-09-19 00:00:00', 'World Bamboo Day', NULL),
    ('FALSE', 'Other', 'September', 19, '2014-09-19 00:00:00', 'Telugu maadhyamaala dinotsavamu', NULL),
    ('FALSE', 'Other', 'September', 19, '2014-09-19 00:00:00', 'Tapi Dharma Rao Jayanthi', NULL),
    ('FALSE', 'Other', 'September', 19, '2014-09-19 00:00:00', 'Talk Like a Pirate Day', NULL),
    ('FALSE', 'Other', 'September', 10, '2014-09-10 00:00:00', 'Swap Ideas Day', NULL),
    ('FALSE', 'Other', 'September', 20, '2014-09-20 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'September', 21, '2014-09-21 00:00:00', 'International Day of Peace and Non-Violence (International)', NULL),
    ('FALSE', 'Other', 'September', 21, '2014-09-21 00:00:00', 'Alzhemimer''s Day', NULL),
    ('FALSE', 'Other', 'September', 22, '2014-09-22 00:00:00', 'American Business Women''s Day (United States)', NULL),
    ('FALSE', 'Other', 'September', 23, '2014-09-23 00:00:00', 'Mahalaya', NULL),
    ('FALSE', 'Other', 'September', 24, '2014-09-24 00:00:00', 'National Punctuation Day', NULL),
    ('FALSE', 'Other', 'September', 25, '2014-09-25 00:00:00', 'Panachikadu Festival', NULL),
    ('FALSE', 'Other', 'September', 26, '2014-09-26 00:00:00', 'Day of the Deaf', NULL),
    ('FALSE', 'Other', 'September', 27, '2014-09-27 00:00:00', 'World Tourism Day (International)', NULL),
    ('FALSE', 'Other', 'September', 28, '2014-09-28 00:00:00', 'World Heart Day (World Heart Federation)', NULL),
    ('FALSE', 'Other', 'September', 28, '2014-09-28 00:00:00', 'World Rabies Day (International)', NULL),
    ('FALSE', 'Other', 'September', 28, '2014-09-28 00:00:00', 'Ask a Stupid Question Day (United States)', NULL),
    ('FALSE', 'Other', 'September', 28, '2014-09-28 00:00:00', 'Freedom from Hunger Day (United States)', NULL),
    ('FALSE', 'Other', 'September', 29, '2014-09-29 00:00:00', 'International Coffee Day', NULL),
    ('FALSE', 'Other', 'September', 30, '2014-09-30 00:00:00', 'Blasphemy Day', NULL),
    ('FALSE', 'Other', 'September', 30, '2014-09-30 00:00:00', 'International Translation Day', NULL),
    ('FALSE', 'Other', 'October', 1, '2014-10-01 00:00:00', 'Radha Saptami', NULL),
    ('FALSE', 'Other', 'October', 1, '2014-10-01 00:00:00', 'International Day for the Elderly', NULL),
    ('FALSE', 'Other', 'October', 2, '2014-10-02 00:00:00', 'Mahatma Gandi''S Birthday (Gandhi Jayanthi)', NULL),
    ('FALSE', 'Other', 'October', 2, '2014-10-02 00:00:00', 'World Sight Day', NULL),
    ('FALSE', 'Other', 'October', 2, '2014-10-02 00:00:00', 'International Day of Non-Violence (USA)', NULL),
    ('FALSE', 'Other', 'October', 2, '2014-10-02 00:00:00', 'Durgastami', NULL),
    ('FALSE', 'Other', 'October', 3, '2014-10-03 00:00:00', 'Vijayadasami', NULL),
    ('FALSE', 'Other', 'October', 3, '2014-10-03 00:00:00', 'world habitat day', NULL),
    ('FALSE', 'Other', 'October', 4, '2014-10-04 00:00:00', 'Mullackal Utsavam', NULL),
    ('FALSE', 'Other', 'October', 4, '2014-10-04 00:00:00', 'World Animal Welfare Day', NULL),
    ('FALSE', 'Other', 'October', 5, '2014-10-05 00:00:00', 'Eid al-adha', NULL),
    ('FALSE', 'Other', 'October', 5, '2014-10-05 00:00:00', 'World Teachers Day', NULL),
    ('FALSE', 'Other', 'October', 5, '2014-10-05 00:00:00', 'Say Something Nice Day', NULL),
    ('FALSE', 'Other', 'October', 5, '2014-10-05 00:00:00', 'Do Something Nice Day', NULL),
    ('FALSE', 'Other', 'October', 6, '2014-10-06 00:00:00', 'world habitat day', NULL),
    ('FALSE', 'Other', 'October', 6, '2014-10-06 00:00:00', 'World day of bullying prevention', NULL),
    ('FALSE', 'Other', 'October', 7, '2014-10-07 00:00:00', 'Lakshmi Puja', NULL),
    ('FALSE', 'Other', 'October', 8, '2014-10-08 00:00:00', 'Maharshi Valmiki Birthday', NULL),
    ('FALSE', 'Other', 'October', 8, '2014-10-08 00:00:00', 'Indian Airforce Day (Navy day?)', NULL),
    ('FALSE', 'Other', 'October', 9, '2014-10-09 00:00:00', 'Leif Erikson Day', NULL),
    ('FALSE', 'Other', 'October', 9, '2014-10-09 00:00:00', 'World Post Day (International)', NULL),
    ('FALSE', 'Other', 'October', 10, '2014-10-10 00:00:00', 'Tau Epsilon Phi Founders Day (International)', NULL),
    ('FALSE', 'Other', 'October', 10, '2014-10-10 00:00:00', 'World Day Against Death Penalty (International)', NULL),
    ('FALSE', 'Other', 'October', 10, '2014-10-10 00:00:00', 'World Mental Health Day (International)', NULL),
    ('FALSE', 'Other', 'October', 10, '2014-10-10 00:00:00', 'National Post Day', NULL),
    ('FALSE', 'Other', 'October', 11, '2014-10-11 00:00:00', 'International Day of the Girl Child (International)', NULL),
    ('FALSE', 'Other', 'October', 11, '2014-10-11 00:00:00', 'General Pulaski Memorial Day (United States)', NULL),
    ('FALSE', 'Other', 'October', 11, '2014-10-11 00:00:00', 'National Coming Out Day', NULL),
    ('FALSE', 'Other', 'October', 12, '2014-10-12 00:00:00', 'Columbus Day (United States)', NULL),
    ('FALSE', 'Other', 'October', 12, '2014-10-12 00:00:00', 'Freethought Day (United States)', NULL),
    ('FALSE', 'Other', 'October', 12, '2014-10-12 00:00:00', 'UN Spanish Language Day (United Nations)', NULL),
    ('FALSE', 'Other', 'October', 13, '2014-10-13 00:00:00', 'International Day for Natural Disaster Reduction', NULL),
    ('FALSE', 'Other', 'October', 14, '2014-10-14 00:00:00', 'World Standards Day (International)', NULL),
    ('FALSE', 'Other', 'October', 15, '2014-10-15 00:00:00', 'Global Handwashing Day (International)', NULL),
    ('FALSE', 'Other', 'October', 15, '2014-10-15 00:00:00', 'Pregnancy and Infant Loss Remembrance Day', NULL),
    ('FALSE', 'Other', 'October', 15, '2014-10-15 00:00:00', 'White Cane Safety Day (United States) (Guiding the blind)', NULL),
    ('FALSE', 'Other', 'October', 16, '2014-10-16 00:00:00', 'World Food Day (CHECK THIS DAY)', NULL),
    ('FALSE', 'Other', 'October', 16, '2014-10-16 00:00:00', 'Boss''s Day', NULL),
    ('FALSE', 'Other', 'October', 16, '2014-10-16 00:00:00', 'World Anaesthesia Day (International)', NULL),
    ('FALSE', 'Other', 'October', 16, '2014-10-16 00:00:00', 'World Food Day (International)', NULL),
    ('FALSE', 'Other', 'October', 17, '2014-10-17 00:00:00', 'International Day for the Eradication of Poverty (International)', NULL),
    ('FALSE', 'Other', 'October', 18, '2014-10-18 00:00:00', 'Attangyeru at Thirumandhamkunnu', NULL),
    ('FALSE', 'Other', 'October', 19, '2014-10-19 00:00:00', 'Evaluate your life day', NULL),
    ('FALSE', 'Other', 'October', 20, '2014-10-20 00:00:00', 'World Osteoporosis Day', NULL),
    ('FALSE', 'Other', 'October', 20, '2014-10-20 00:00:00', 'The International Day of the Air Traffic Controller', NULL),
    ('FALSE', 'Other', 'October', 21, '2014-10-21 00:00:00', 'International Day of the Nacho', NULL),
    ('FALSE', 'Other', 'October', 22, '2014-10-22 00:00:00', 'Naraka Chaturdhi', NULL),
    ('FALSE', 'Other', 'October', 22, '2014-10-22 00:00:00', 'International Stuttering Awareness Day (International)', NULL),
    ('FALSE', 'Other', 'October', 22, '2014-10-22 00:00:00', 'Wombat Day', NULL),
    ('FALSE', 'Other', 'October', 23, '2014-10-23 00:00:00', 'Deepavali', NULL),
    ('FALSE', 'Other', 'October', 24, '2014-10-24 00:00:00', 'Govardhana Puja', NULL),
    ('FALSE', 'Other', 'October', 24, '2014-10-24 00:00:00', 'Ramjan Month Begin', NULL),
    ('FALSE', 'Other', 'October', 24, '2014-10-24 00:00:00', 'United Nations Day', NULL),
    ('FALSE', 'Other', 'October', 24, '2014-10-24 00:00:00', 'World Development Information Day (International)', NULL),
    ('FALSE', 'Other', 'October', 24, '2014-10-24 00:00:00', 'World Polio Day (International)', NULL),
    ('FALSE', 'Other', 'October', 25, '2014-10-25 00:00:00', 'Bhai Dooj', NULL),
    ('FALSE', 'Other', 'October', 26, '2014-10-26 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'October', 27, '2014-10-27 00:00:00', 'Navy Day first organized to be on this day (United States)', NULL),
    ('FALSE', 'Other', 'October', 27, '2014-10-27 00:00:00', 'World Day for Audiovisual Heritage (International)', NULL),
    ('FALSE', 'Other', 'October', 28, '2014-10-28 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'October', 29, '2014-10-29 00:00:00', 'Chaath', NULL),
    ('FALSE', 'Other', 'October', 30, '2014-10-30 00:00:00', 'Kumbha Mela', NULL),
    ('FALSE', 'Other', 'October', 30, '2014-10-30 00:00:00', 'International Orthopaedic Nurses Day', NULL),
    ('FALSE', 'Other', 'October', 30, '2014-10-30 00:00:00', 'Mischief Night', NULL),
    ('FALSE', 'Other', 'October', 30, '2014-10-30 00:00:00', 'World Thrift Day', NULL),
    ('FALSE', 'Other', 'October', 30, '2014-10-30 00:00:00', 'Thevar Jayanthi', NULL),
    ('FALSE', 'Other', 'October', 31, '2014-10-31 00:00:00', 'Hallowen', NULL),
    ('FALSE', 'Other', 'October', 31, '2014-10-31 00:00:00', 'Sree Padmanabha Swami Temple Alpashy Utsavam', NULL),
    ('FALSE', 'Other', 'November', 1, '2014-11-01 00:00:00', 'Andhra Pradesh Foundation Day', NULL),
    ('FALSE', 'Other', 'November', 1, '2014-11-01 00:00:00', 'Karnataka Foundation Day', NULL),
    ('FALSE', 'Other', 'November', 1, '2014-11-01 00:00:00', 'Kerala Foundation Day', NULL),
    ('FALSE', 'Other', 'November', 1, '2014-11-01 00:00:00', 'World Vegan Day (International)', NULL),
    ('FALSE', 'Other', 'November', 2, '2014-11-02 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 3, '2014-11-03 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 4, '2014-11-04 00:00:00', 'Indian Navy Day', NULL),
    ('FALSE', 'Other', 'November', 4, '2014-11-04 00:00:00', 'Day of Ashura', NULL),
    ('FALSE', 'Other', 'November', 4, '2014-11-04 00:00:00', 'United States elections 2014', NULL),
    ('FALSE', 'Other', 'November', 5, '2014-11-05 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 6, '2014-11-06 00:00:00', 'Guru Nanak Gurpurab', NULL),
    ('FALSE', 'Other', 'November', 6, '2014-11-06 00:00:00', 'Kartik Poornima', NULL),
    ('FALSE', 'Other', 'November', 6, '2014-11-06 00:00:00', 'International Day for Preventing the Exploitation of the Environment in War and Armed Conflict', NULL),
    ('FALSE', 'Other', 'November', 7, '2014-11-07 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 8, '2014-11-08 00:00:00', 'Kanaka Jayanti', NULL),
    ('FALSE', 'Other', 'November', 8, '2014-11-08 00:00:00', 'World Urbanism Day (International)', NULL),
    ('FALSE', 'Other', 'November', 9, '2014-11-09 00:00:00', 'World Freedom Day (United States)', NULL),
    ('FALSE', 'Other', 'November', 9, '2014-11-09 00:00:00', 'Legal Services Day', NULL),
    ('FALSE', 'Other', 'November', 10, '2014-11-10 00:00:00', 'United States Marine Corps birthday ball (United States)', NULL),
    ('FALSE', 'Other', 'November', 10, '2014-11-10 00:00:00', 'C P Brown Birthday', NULL),
    ('FALSE', 'Other', 'November', 11, '2014-11-11 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 12, '2014-11-12 00:00:00', 'World Pneumonia Day (United Nations)', NULL),
    ('FALSE', 'Other', 'November', 13, '2014-11-13 00:00:00', 'World Kindness Day', NULL),
    ('FALSE', 'Other', 'November', 14, '2014-11-14 00:00:00', 'Chinldrens Day (India)', NULL),
    ('FALSE', 'Other', 'November', 14, '2014-11-14 00:00:00', 'World Diabetes Day (International)', NULL),
    ('FALSE', 'Other', 'November', 15, '2014-11-15 00:00:00', 'Prathamastami', NULL),
    ('FALSE', 'Other', 'November', 16, '2014-11-16 00:00:00', 'Kalpathi Ratholsavam', NULL),
    ('FALSE', 'Other', 'November', 16, '2014-11-16 00:00:00', 'International Day for Tolerance (International)', NULL),
    ('FALSE', 'Other', 'November', 17, '2014-11-17 00:00:00', 'International Student''s Day', NULL),
    ('FALSE', 'Other', 'November', 17, '2014-11-17 00:00:00', 'National Epilepsy Day', NULL),
    ('FALSE', 'Other', 'November', 18, '2014-11-18 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 19, '2014-11-19 00:00:00', 'International Men''s Day', NULL),
    ('FALSE', 'Other', 'November', 19, '2014-11-19 00:00:00', 'World Toilet Day (World Toilet Organization)', NULL),
    ('FALSE', 'Other', 'November', 20, '2014-11-20 00:00:00', 'Universal Children''s Day (International)', NULL),
    ('FALSE', 'Other', 'November', 20, '2014-11-20 00:00:00', 'Africa Industrialization Day', NULL),
    ('FALSE', 'Other', 'November', 21, '2014-11-21 00:00:00', 'National Adoption Day (United States)', NULL),
    ('FALSE', 'Other', 'November', 21, '2014-11-21 00:00:00', 'World Television Day (International)', NULL),
    ('FALSE', 'Other', 'November', 22, '2014-11-22 00:00:00', 'National Survivors of Suicide Day', NULL),
    ('FALSE', 'Other', 'November', 23, '2014-11-23 00:00:00', 'Mohraam End', NULL),
    ('FALSE', 'Other', 'November', 23, '2014-11-23 00:00:00', 'International Day to End Impunity', NULL),
    ('FALSE', 'Other', 'November', 24, '2014-11-24 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 25, '2014-11-25 00:00:00', 'Elimination of Violence against Women (International)', NULL),
    ('FALSE', 'Other', 'November', 25, '2014-11-25 00:00:00', 'Evacuation Day (United Nations)', NULL),
    ('FALSE', 'Other', 'November', 26, '2014-11-26 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 27, '2014-11-27 00:00:00', 'Thanksgiving Day', NULL),
    ('FALSE', 'Other', 'November', 28, '2014-11-28 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'November', 29, '2014-11-29 00:00:00', 'Vaikathashtami Festival', NULL),
    ('FALSE', 'Other', 'November', 29, '2014-11-29 00:00:00', 'International Solidarity with the Palestinian People (International)', NULL),
    ('FALSE', 'Other', 'November', 30, '2014-11-30 00:00:00', 'Cities for Life Day (International)', NULL),
    ('FALSE', 'Other', 'December', 1, '2014-12-01 00:00:00', 'World AIDS Day (International)', NULL),
    ('FALSE', 'Other', 'December', 2, '2014-12-02 00:00:00', 'Guruvayoor Ekadasi', NULL),
    ('FALSE', 'Other', 'December', 2, '2014-12-02 00:00:00', 'Abolition of Slavery (International)', NULL),
    ('FALSE', 'Other', 'December', 3, '2014-12-03 00:00:00', 'Feast of St. Francis Xavier', NULL),
    ('FALSE', 'Other', 'December', 3, '2014-12-03 00:00:00', 'Advocate''s Day (India)', NULL),
    ('FALSE', 'Other', 'December', 3, '2014-12-03 00:00:00', 'International Day of People with Disability (International)', NULL),
    ('FALSE', 'Other', 'December', 4, '2014-12-04 00:00:00', 'National Cookie Day', NULL),
    ('FALSE', 'Other', 'December', 4, '2014-12-04 00:00:00', 'Navy Day (india)', NULL),
    ('FALSE', 'Other', 'December', 4, '2014-12-04 00:00:00', 'Santa''s List Day', NULL),
    ('FALSE', 'Other', 'December', 5, '2014-12-05 00:00:00', 'Karthika Deepam', NULL),
    ('FALSE', 'Other', 'December', 5, '2014-12-05 00:00:00', 'International Volunteer Day for Economic and Social Development (International)', NULL),
    ('FALSE', 'Other', 'December', 5, '2014-12-05 00:00:00', 'World Soil Day (International)', NULL),
    ('FALSE', 'Other', 'December', 5, '2014-12-05 00:00:00', 'Number Day', NULL),
    ('FALSE', 'Other', 'December', 6, '2014-12-06 00:00:00', 'Nicholas of Myra', NULL),
    ('FALSE', 'Other', 'December', 7, '2014-12-07 00:00:00', 'Armed Forces Flag Day', NULL),
    ('FALSE', 'Other', 'December', 7, '2014-12-07 00:00:00', 'International Civil Aviation Day (International)', NULL),
    ('FALSE', 'Other', 'December', 7, '2014-12-07 00:00:00', 'National Pearl Harbor Remembrance Day (United States)', NULL),
    ('FALSE', 'Other', 'December', 8, '2014-12-08 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 9, '2014-12-09 00:00:00', 'International Anti-Corruption Day (International)', NULL),
    ('FALSE', 'Other', 'December', 10, '2014-12-10 00:00:00', 'Human Rights Day (International)', NULL),
    ('FALSE', 'Other', 'December', 10, '2014-12-10 00:00:00', 'International Animal Rights Day (International)', NULL),
    ('FALSE', 'Other', 'December', 11, '2014-12-11 00:00:00', 'Indiana Day (United States)', NULL),
    ('FALSE', 'Other', 'December', 11, '2014-12-11 00:00:00', 'International Mountain Day (International)', NULL),
    ('FALSE', 'Other', 'December', 12, '2014-12-12 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 13, '2014-12-13 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 14, '2014-12-14 00:00:00', 'Monkey Day', NULL),
    ('FALSE', 'Other', 'December', 15, '2014-12-15 00:00:00', 'Bill of Rights Day (United States)', NULL),
    ('FALSE', 'Other', 'December', 15, '2014-12-15 00:00:00', 'Artist Bapu Jayanthi', NULL),
    ('FALSE', 'Other', 'December', 16, '2014-12-16 00:00:00', 'Vijay Diwas (India)', NULL),
    ('FALSE', 'Other', 'December', 17, '2014-12-17 00:00:00', 'International Day to End Violence Against Sex Workers (United States)', NULL),
    ('FALSE', 'Other', 'December', 17, '2014-12-17 00:00:00', 'Wright Brothers Day', NULL),
    ('FALSE', 'Other', 'December', 18, '2014-12-18 00:00:00', 'International Migrants Day (International)', NULL),
    ('FALSE', 'Other', 'December', 18, '2014-12-18 00:00:00', 'Minorities Rights Day (International)', NULL),
    ('FALSE', 'Other', 'December', 18, '2014-12-18 00:00:00', 'UN Arabic Language Day (United Nations)', NULL),
    ('FALSE', 'Other', 'December', 19, '2014-12-19 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 20, '2014-12-20 00:00:00', 'International Human Solidarity Day (International)', NULL),
    ('FALSE', 'Other', 'December', 21, '2014-12-21 00:00:00', 'Feast of St. Thomas the Apostle', NULL),
    ('FALSE', 'Other', 'December', 21, '2014-12-21 00:00:00', 'Pancha Ganapathi', NULL),
    ('FALSE', 'Other', 'December', 22, '2014-12-22 00:00:00', 'National Mathematics Day (India)', NULL),
    ('FALSE', 'Other', 'December', 23, '2014-12-23 00:00:00', 'HumanLight', NULL),
    ('FALSE', 'Other', 'December', 23, '2014-12-23 00:00:00', 'Kisan Divas (Farmer''s Day) (India)', NULL),
    ('FALSE', 'Other', 'December', 24, '2014-12-24 00:00:00', 'Christmas Eve', NULL),
    ('FALSE', 'Other', 'December', 25, '2014-12-25 00:00:00', 'Christmas Day', NULL),
    ('FALSE', 'Other', 'December', 26, '2014-12-26 00:00:00', 'Boxing Day', NULL),
    ('FALSE', 'Other', 'December', 27, '2014-12-27 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 28, '2014-12-28 00:00:00', 'Guru Govind Sing Jayanthi', NULL),
    ('FALSE', 'Other', 'December', 29, '2014-12-29 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 30, '2014-12-30 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'December', 31, '2014-12-31 00:00:00', 'New Year''s Eve', NULL)
;


INSERT INTO names
    (`name_en`, `name_te`, `name_hi`)
VALUES
	  ('Paul Schilmoeller', 'పాల్ Schilmoeller', 'पॉल Schilmoeller'),
	  ('Jordan Grenier', 'జోర్డాన్ Grenier', 'जॉर्डन ग्रेनियर'),
	  ('Patrick Viker', 'పాట్రిక్ Viker', 'पैट्रिक Viker'),
 	  ('Joshua Wilson', 'జాషువా విల్సన్', 'यहोशू विल्सन'),
	  ('Kevin Casey', 'కెవిన్ కాసే', 'केविन केसी')
;


